,ProductionDate,P1prod,P1num1,P1num2,P1num3,P1num4,P1num5,P2num1,P2prod,P3num1,P3num2,P3num3,P3prod,P4prod,P5prod,P6prod,P6Sec1num1,P6Sec2num2,P6Sec3num3,P6Sec4num4,P7num1,P7num2,P7num3,P7num4,temp,humidity,barometric
0,01/04/2019 00:00,4.328005371000001,12.5020752,12.50205748,451.9207428,458.01785710000007,18.463524399999997,35.94159399,9.806510261,45.89143096,86.79527508,30.97941856,247.5481872,218.06345640000004,133.9791031,293.8173381355932,67589.30601,32762.555989999997,25715.46542,71264.26502,0.0,1224.776396,1231.045806,33.42,17.14151985,53.24687746,1054.7950230000001
1,01/04/2019 00:30,4.333347168,12.50318444,12.50169909,451.92875,457.9833984,8.313875143999999,35.50100815,9.969856372,45.89349291,88.98671473,30.24462707,290.51313369999997,182.2071335,131.5720705,488.64456999999993,67692.12008,21299.383009999998,25700.90162,78685.71011,0.0,1230.124151,1238.652629,33.42,17.11538289,54.49208724,1054.758814
2,01/04/2019 01:00,4.338688965,12.50146725,12.50278834,451.92835369999995,457.9888393,5.343192349,35.54597252,8.942384939,45.89555486,91.53892485,30.79505622,323.4596395,245.87937110000001,132.94962900000002,619.290063559322,67609.89071,32765.162889999996,25632.32346,88284.15857999999,0.0,1236.334676,1248.552187,33.42,17.46448805,52.45964061,1054.709565
3,01/04/2019 01:30,4.340696452,12.50415635,12.50222659,451.94657259999997,458.0191761,13.09913971,34.75241686,9.481934278999999,45.89761681,90.49014426,31.32485775,331.2311563,251.02766499999998,132.44487949999998,492.9684491525423,67792.24203,21264.04105,25608.491990000002,79827.52793,0.0,1231.295181,1231.888633,33.42,17.67018727,51.05924802,1054.660224
4,01/04/2019 02:00,4.342703939,12.50283946,12.50212338,451.9617077,457.95855980000005,12.84955516,33.10495377,9.469089067999999,45.89966213,88.73629772,30.94197442,319.86902710000004,252.807699,133.2944362,444.65157033898294,67609.5657,31285.440560000003,25564.95094,70712.61733,0.0,1222.362085,1215.34768,33.42,17.58185786,50.76449585,1054.582985
5,01/04/2019 02:30,4.344711426,12.50244141,12.50396079,451.96582029999996,458.03333330000004,6.167653307,33.10495377,9.522692582000001,45.90044785,88.83266986,31.46813684,306.5370278,252.6270026,135.7838582,510.55281254237286,67653.01305,28521.68782,25532.8734,70795.20114,0.0,1216.30873,1218.585778,33.42,17.39529671,49.64579234,1054.464709
6,01/04/2019 03:00,4.346718913,12.50428135,12.5044593,451.96195650000004,458.09628380000004,5.021676042,33.13444821,9.594609146,45.90044785,89.425679,30.86177217,341.00925589999997,244.69239130000003,140.18878840000002,591.9184979661017,67598.55396,23472.05688,25506.31575,71010.09745,0.0,1216.899461,1228.432879,33.42,17.02939523,48.03118707,1054.16326
7,01/04/2019 03:30,4.348726399999999,12.50219787,12.50484467,451.99202130000003,458.0328664,5.220132715,34.40201526,9.752109951,45.90044785,88.09207751,28.82150704,342.2589997,239.8475367,138.01760330000002,471.051546779661,67502.68472,32785.12702,25476.092419999997,71175.24848,0.0,1219.353534,1226.9014869999999,33.42,16.59747528,50.96296645,1054.029457
8,01/04/2019 04:00,4.350733887,12.5039268,12.50285487,451.99375,458.10032889999997,5.171254799,36.68571385,10.03586953,45.90044785,86.53274251,27.54138745,310.8421529,231.3329761,152.928654,595.4478833898305,67660.1969,21388.94379,25425.808080000003,76925.81214,0.0,1217.363866,1214.095854,33.42,16.23539999,52.60198104,1054.2596130000002
9,01/04/2019 04:30,4.352747559,12.50241352,12.50141144,452.02083330000005,458.07226560000004,5.355546254,37.40130655,11.0968956,45.89156652,85.01664843,25.92748722,347.55643430000003,219.09850809999998,166.2704304,486.87181864406773,67494.51522,33353.66557,25393.9092,88216.5257,0.0,1214.786706,1202.422333,33.42,15.89176423,54.66279293,1054.3298320000001
10,01/04/2019 05:00,4.347964966,12.50164089,12.50266224,452.02083330000005,458.11458330000005,5.303111423,37.33289424,11.243249800000001,45.81996748,84.42426835,25.45561752,345.16461269999996,234.6909438,164.9217936,507.11907847457627,67483.3327,21509.08989,25345.893790000002,77715.76679,0.0,1215.235884,1219.3354789999999,33.42,16.19072185,53.78328401,1054.413232
11,01/04/2019 05:30,4.343182373,12.50199526,12.50175476,452.02083330000005,458.11458330000005,5.369201191,37.21957371,10.84201139,45.81379487,85.31002559999999,26.75710479,332.1036441,229.15355879999998,165.3276307,461.1931405084746,67641.09714,33002.0694,25334.75094,70626.34852,0.0,1220.826517,1221.965555,33.42,16.49226007,52.50944467,1054.538099
12,01/04/2019 06:00,4.347947766000001,12.50198588,12.502985,452.02083330000005,458.11060045,5.625710957000001,37.2289971,10.95817509,45.81209159,87.53933867,29.45638631,317.094457,244.0429082,162.4956155,431.63294627118637,67323.81924,21056.32275,25263.75713,70755.42641,0.0,1226.248032,1229.7572460000001,33.42,16.61069304,47.33334426,1054.723236
13,01/04/2019 06:30,4.352713159,12.50196496,12.50200845,452.02083330000005,458.1066176,8.095187891,37.49735027,10.89508569,45.81038832,89.46178459999999,30.65062592,287.5487858,199.06194169999998,162.11238590000002,594.6593042372881,67485.98593,31535.6907,25261.3242,70922.78542999999,0.0,1231.8156179999999,1234.552393,33.42,17.00146107,41.28973499,1055.008513
14,01/04/2019 07:00,4.357478552,12.50285598,12.5023862,452.15625,458.25,9.404058617999999,37.77402795,10.76184053,45.80868504,89.31544417,28.90019143,331.5811716,188.7048075,161.3406228,646.0835472881356,67455.79077,24657.55301,25203.12662,70946.28094,0.0,1232.5538210000002,1233.711996,33.42,16.93653562,41.13632977,1055.380856
15,01/04/2019 07:30,4.362243945,12.50282981,12.50244141,452.29166669999995,458.31770835,8.835129693999999,38.05070562,10.7202635,45.52427689,87.85012999,25.68939119,293.1465422,185.3915388,133.2005043,459.5126659322034,67528.51755,31552.3418,25153.23861,76847.10175,0.0,1233.018495,1235.087204,33.42,17.16557423,39.49581531,1055.560496
16,01/04/2019 08:00,4.337300781000001,12.50251841,12.50096693,452.22395836666664,458.38541669999995,9.130385467,38.3273833,10.87814257,45.70254025,81.48493844,23.54521581,214.8829535,182.0752307,104.8708639,549.9623664406779,67588.66287,21458.6034,25118.42119,88014.97481,0.0,1235.707918,1227.316458,33.42,17.35036296,37.61262191,1055.7158259999999
17,01/04/2019 08:30,4.342388590500001,12.50161073,12.50255467,452.15625003333327,458.25,9.416860425,38.56334432,10.65103794,45.78227562,76.22707235,23.35636535,306.40965,182.41223019999998,189.07450980000002,423.8706422033898,67532.45982999999,29205.39518,25083.00446,77424.20757,0.0,1233.479313,659.7124742999999,33.42,17.62883663,36.76757037,1056.059013
